"id";"number";"customer_document";"seller_name";"order_value";"order_created"
"ce975e43-0163-455d-958b-b64bb092d993";"2386";"20.869.882/0001-33";"FANNY";"603,10";"2018-08-08 11:19:30"
"91ab8a8a-bf4d-4596-8530-e35333164afb";"2388";"15.782.141/0001-80";"NATALIA";"958,60";"2018-08-08 12:43:26"
"5300e83e-991f-43d4-92e5-4088bd1f0ad2";"2389";"30.795.167/0001-57";"Denize";"1624,00";"2018-08-08 13:07:38"
"e5ad3294-be5f-4b41-9d4a-2bd18677f16a";"2390";"20.284.889/0001-93";"Sandra";"900,30";"2018-08-08 14:22:59"
"85ca35f7-2895-4a1e-8dc7-8c6d3a6f7fff";"2391";"20.284.889/0001-93";"Sandra";"299,70";"2018-08-08 14:56:51"
"9186dfbf-df9c-4ade-be95-53af3e7c6fe6";"2392";"23.215.757/0001-06";"NATALIA";"1108,80";"2018-08-08 15:53:54"
"86daa75d-db52-4af3-95d3-94dfcb538a69";"2393";"29.793.074/0001-04";"Caixa";"0,01";"2018-08-08 16:01:14"
"859fd9dd-a221-43b0-9714-5aaed0283fe4";"2396";"23.161.455/0001-94";"Denize";"2695,70";"2018-08-08 19:19:39"
"30f5a827-c1a0-4070-8839-f9928728a27e";"2397";"22.624.531/0001-98";"Denize";"569,30";"2018-08-08 21:29:34"
"abe74f26-802f-4d54-851c-85b5f10cd5e4";"2398";"27.752.573/0001-28";"Erika";"3404,40";"2018-08-08 21:39:43"
"3c7019fd-b317-442e-a8b0-3949df243756";"2399";"25.108.243/0001-79";"Denize";"1117,70";"2018-08-08 22:03:47"
"96239075-3587-4ea0-98b9-40edd60c2d6a";"2400";"31.107.768/0001-92";"Danisio";"385,60";"2018-08-08 23:40:47"
"d62ea064-ed78-4a5c-a7e8-eb124fe02977";"2401";"11.588.775/0001-46";"KELI";"721,20";"2018-08-09 00:30:08"
"69a3d5a2-9507-4ddd-95ca-1a9cf9ac166b";"2402";"31.107.768/0001-92";"Danisio";"211,60";"2018-08-09 00:39:33"
"ece87064-6d57-4ff8-a7e2-d4d8176252c4";"2403";"24.498.979/0001-38";"KELI";"2440,60";"2018-08-09 09:39:00"
"e7261342-64f7-4be9-91a9-795eb91b436a";"2404";"30.196.796/0001-60";"KELI";"1195,00";"2018-08-09 13:54:51"
"28f1b9bb-bf1b-4e6d-aff7-a7ab0aa24501";"2405";"26.081.012/0001-81";"Erika";"721,30";"2018-08-09 14:14:07"
"32c92278-8476-4a53-bdbd-344243b39148";"2406";"01.278.326/0001-48";"FANNY";"1098,20";"2018-08-09 15:26:12"
"cf1477b5-ed51-4a22-a0d1-318a04240173";"2409";"26.904.824/0001-80";"Danisio";"1229,80";"2018-08-09 19:35:28"
"3dc95c07-923b-4197-a4b1-d7147fb32f24";"2410";"20.452.374/0001-55";"Sandra";"2456,20";"2018-08-09 21:48:37"
"aa9f335d-1cb8-4626-9a99-6eaa2589fc11";"2411";"12.546.647/0001-00";"Erika";"651,10";"2018-08-09 22:01:37"
"9f6ba88e-b313-42b0-b10c-01fb70623953";"2412";"18.326.317/0001-88";"Erika";"581,70";"2018-08-10 08:31:42"
"82bf5180-9d8e-460a-b5b0-3f090c5921b4";"2413";"09.292.818/0001-08";"Danisio";"1498,30";"2018-08-10 10:30:32"
"e548c6bd-98c5-4cd6-8fc7-dbad1f61cb4f";"2414";"13.752.566/0001-11";"Danisio";"739,10";"2018-08-10 12:19:56"
"172aac67-d8a8-47e2-b5c5-6a58e2058ef2";"2416";"19.731.724/0001-33";"Denize";"451,30";"2018-08-10 14:40:43"
"1c6afa92-a19f-4546-b662-cd778d448297";"2417";"29.185.805/0001-39";"NATALIA";"919,00";"2018-08-10 17:34:17"
"8974ad2a-045f-4f32-9911-318e01fd66ab";"2418";"28.815.370/0001-04";"FANNY";"744,70";"2018-08-10 18:39:43"
"8eacae7c-c2c0-40f5-ab00-58481376e065";"2419";"10.707.167/0001-40";"KELI";"1147,90";"2018-08-10 20:38:58"
"f84f3510-503c-4e3a-a102-922d681f657c";"2420";"20.237.766/0001-00";"NATALIA";"453,60";"2018-08-10 20:59:58"
"72508058-5173-4548-9735-c6a7e1dec4c6";"2421";"20.237.766/0001-00";"NATALIA";"500,90";"2018-08-10 21:18:19"
"64a75e23-e440-4f4d-b5f9-093d235b87d0";"2422";"27.752.573/0001-28";"Erika";"639,20";"2018-08-10 21:44:09"
"d0f777d0-4be6-465d-80e1-c9e604c11c31";"2424";"17.183.231/0001-80";"KELI";"1705,70";"2018-08-11 11:48:49"
"340e4591-a194-413a-b3be-13de0170891b";"2425";"09.256.002/0001-10";"Danisio";"1917,20";"2018-08-13 10:27:52"
"d9ef548c-4d67-432f-9b6b-92c564fc9a7a";"2426";"12.891.500/0001-40";"KELI";"1400,50";"2018-08-13 11:22:08"
"99b750b9-4a71-47f6-82d1-8b5b9680d1e5";"2429";"21.587.788/0001-54";"Danisio";"1566,20";"2018-08-13 13:30:59"
"7cf651b4-9a21-4379-8f42-360bf7c2f369";"2430";"06.935.689/0001-22";"Denize";"359,10";"2018-08-13 14:49:47"
"1398940d-53ce-4f2b-9011-893cd235d873";"2431";"10.466.630/0001-00";"Denize";"565,60";"2018-08-13 15:04:57"
"46c9d906-da62-48ab-b68e-7c059588f7ec";"2432";"22.629.860/0001-21";"NATALIA";"1044,90";"2018-08-13 15:43:24"
"ab57d821-5df9-4e57-9d16-3259f078b2cb";"2433";"28.366.579/0001-20";"Erika";"842,60";"2018-08-13 20:35:08"
"7b3c2a95-9fe2-42e8-852a-af971c905766";"2434";"23.586.584/0001-24";"Denize";"557,40";"2018-08-13 21:26:54"
"9879c48b-b1b0-4b22-985c-0a97912cee30";"2435";"22.417.146/0001-70";"Erika";"504,00";"2018-08-14 09:38:26"
"0d62ae37-6937-4962-b432-21a84b7a81cc";"2436";"03.471.180/0001-88";"KELI";"1817,00";"2018-08-14 11:52:46"
"a637e325-27dd-4875-b508-ac8579f122c2";"2437";"27.832.544/0001-76";"Erika";"493,50";"2018-08-14 11:56:14"
"68c72255-c058-403a-bb28-c6c28d97f8f7";"2438";"28.414.525/0001-92";"Erika";"998,30";"2018-08-14 12:24:45"
"67e347d7-5acd-4888-8b0b-ca92dd4af693";"2439";"29.315.828/0001-10";"Denize";"739,40";"2018-08-14 13:05:00"
"f9403e3a-5422-453e-8c19-172c7402a6bc";"2441";"13.795.048/0001-85";"NATALIA";"481,60";"2018-08-14 13:52:41"
"13c34aac-0237-4c05-be6a-112e661a6e90";"2442";"30.591.306/0001-20";"FANNY";"1871,30";"2018-08-14 14:25:39"
"428ef296-352d-4926-b2d3-7d78b556c09a";"2443";"28.716.193/0001-09";"KELI";"1135,10";"2018-08-14 15:33:53"
"26b989e9-523e-43d3-b0fd-21cbc10dd314";"2444";"12.929.313/0001-08";"KELI";"1393,80";"2018-08-14 16:19:13"
"10b9f4ad-bf69-4da1-8c9f-7431162c4297";"2445";"03.017.543/0001-00";"KELI";"2886,00";"2018-08-14 16:49:54"
"60faa169-4447-4934-8478-ca02e42c184d";"2446";"22.363.660/0001-70";"Denize";"644,40";"2018-08-14 17:29:48"
"d052cb0d-a695-4fd3-99b2-a1ecddb655dc";"2447";"22.363.660/0001-70";"Denize";"644,40";"2018-08-14 17:29:52"
"bfeda1fd-6305-40ab-b73a-1aa7ead5b659";"2448";"31.025.488/0001-35";"Caixa";"0,01";"2018-08-14 17:40:56"
"81825a4a-cc8d-40d0-927d-878998bf8688";"2449";"31.025.488/0001-35";"Caixa";"0,02";"2018-08-14 17:44:01"
"bd7e9c1e-b4dc-4b0a-8c70-b0cfab8d7c6a";"2450";"25.499.061/0001-76";"FANNY";"922,00";"2018-08-14 18:20:11"
"727ad793-8a69-462b-be1a-5ae3237159b8";"2452";"12.326.505/0001-20";"KELI";"99,90";"2018-08-15 10:01:39"
"ce2fe660-102c-490e-9889-8f7984e2c0b3";"2453";"19.882.691/0001-22";"NATALIA";"2336,00";"2018-08-15 12:52:02"
"686587e6-e80b-4bd1-93e9-59ba0a7bc9ad";"2454";"28.517.909/0001-30";"Denize";"697,30";"2018-08-15 16:33:35"
"e5e3aa77-f81a-4dd8-a03a-f4b383a69b58";"2456";"23.161.455/0001-94";"Denize";"1421,60";"2018-08-15 17:50:10"
"245502b4-0a52-451d-9fac-c254fad23807";"2457";"23.586.584/0001-24";"Denize";"379,40";"2018-08-15 18:02:43"
"d70c79a9-d7a9-4780-b7b9-16545ce85a49";"2458";"24.833.679/0001-68";"Erika";"663,90";"2018-08-15 18:11:15"
"4f63a19a-bd7c-45d8-a6a3-8656954c38d7";"2459";"31.025.488/0001-35";"FANNY";"109,90";"2018-08-15 19:55:35"
"8890beda-0105-48c3-b690-31cc54ce5e59";"2460";"19.882.691/0001-22";"NATALIA";"449,20";"2018-08-15 20:54:08"
"61872ef2-821c-45cb-93ee-f11a50d3c97a";"2462";"20.113.066/0001-03";"Erika";"594,40";"2018-08-16 08:24:53"
"36b04558-2163-4d4c-a2e0-ea823a5c8bd6";"2463";"07.667.803/0001-43";"FANNY";"1321,50";"2018-08-16 09:23:50"
"cfe25eb4-56bb-4030-aade-cd48e7972c98";"2464";"24.362.007/0001-11";"KELI";"11582,70";"2018-08-16 10:17:26"
"a3abfa3f-abdd-4d14-81c5-ee60d8831b36";"2465";"24.454.962/0001-89";"Erika";"1480,00";"2018-08-16 11:49:01"
"ddae3760-7c13-4ecf-bf91-af1d15ae2e0f";"2466";"12.816.126/0001-18";"KELI";"1917,30";"2018-08-16 12:20:55"
"a07790ab-0da4-45b1-9dbe-d57798046bb0";"2467";"10.707.167/0001-40";"KELI";"3061,60";"2018-08-16 14:14:21"
"2aa7be8a-e43a-4b65-942d-aa5ae368bb9a";"2468";"24.431.592/0001-64";"FANNY";"1613,90";"2018-08-16 17:29:08"
"5cf7a41b-a8da-423d-970c-1961496bd27f";"2469";"28.630.793/0001-41";"Danisio";"605,10";"2018-08-16 19:06:54"
"be605576-34e5-441d-af93-331e66418ae8";"2471";"26.581.893/0001-08";"Sandra";"533,60";"2018-08-16 20:28:16"
"88e1a026-1e3b-45ab-9efe-6aa349829a4e";"2472";"01.672.087/0001-06";"NATALIA";"830,00";"2018-08-16 20:55:02"
"17461c67-79f0-47a1-a6e3-e548b95873a7";"2473";"06.935.689/0001-22";"Denize";"521,20";"2018-08-17 08:27:18"
"eea5faec-0aaf-4d3e-8fd7-0d9beb4961e4";"2474";"07.876.456/0002-40";"NATALIA";"1125,40";"2018-08-17 11:37:52"
"d0f67ba9-bb40-4ca1-b6de-e8bf2af4fc22";"2475";"17.378.102/0001-48";"FANNY";"79,90";"2018-08-17 12:24:09"
"eb6354c4-1be0-4ef9-9f70-7ad0c047dfe2";"2476";"17.183.231/0001-80";"KELI";"613,50";"2018-08-17 12:52:06"
"8d111276-9588-4041-abc1-1737c64e9707";"2477";"26.982.513/0001-39";"Denize";"1376,00";"2018-08-17 12:52:21"
"5c5a070e-df95-4702-90d6-fa1f08903975";"2478";"18.630.951/0001-00";"Denize";"777,10";"2018-08-17 14:51:15"
"0c8ce978-23f3-4c0e-964f-5dcd82244f61";"2480";"90.292.350/0001-61";"FANNY";"1124,10";"2018-08-17 16:59:18"
"699a512b-f126-4fb4-bfcb-e0eecc3d730f";"2481";"25.098.333/0001-26";"Erika";"625,90";"2018-08-17 17:29:52"
"4f7907ea-1dfa-43b2-ae67-4e7eb1cbca01";"2482";"23.586.584/0001-24";"Denize";"868,90";"2018-08-17 20:30:58"
"6886b775-b7c5-45d6-ab3d-76157de2a16f";"2483";"21.186.607/0001-88";"Sandra";"575,40";"2018-08-17 21:04:47"
"4a8c4f2f-ba31-4300-8af4-1a85957c2c9b";"2484";"09.256.002/0001-10";"Danisio";"1155,00";"2018-08-17 22:16:15"
"b763c95c-a13a-4f0f-97a4-88613b926f11";"2485";"27.752.573/0001-28";"Erika";"1595,40";"2018-08-18 10:53:37"
"94a55443-0d40-4375-9a2b-d869fd7a317c";"2486";"27.752.573/0001-28";"Erika";"210,00";"2018-08-18 17:07:04"
"c77b0756-bf03-41df-8b4a-167e22ef5ff3";"2487";"27.680.620/0001-75";"Denize";"675,10";"2018-08-18 19:32:01"
"a63a4720-5b57-4c29-8f97-cae5eafddf37";"2490";"27.913.732/0001-29";"NATALIA";"2324,10";"2018-08-19 18:20:18"
"592b5f0e-fe29-4367-b6b0-2eff51b5c8e7";"2491";"28.982.047/0001-17";"KELI";"419,20";"2018-08-19 18:46:19"
"50e827b0-2c24-40ad-81d5-78e39081f57b";"2494";"27.201.402/0001-00";"FANNY";"6363,60";"2018-08-20 08:52:09"
"78011899-2322-4cff-9264-8cd91272b81f";"2495";"06.935.689/0001-22";"Denize";"129,80";"2018-08-20 09:31:43"
"67cb8497-57de-49f8-9e25-843d5ff6cae0";"2497";"23.161.455/0001-94";"Denize";"1333,10";"2018-08-20 13:10:53"
"53c9f928-2a0d-4869-9a92-fc3b4e580508";"2500";"07.921.388/0001-02";"KELI";"863,00";"2018-08-20 15:34:43"
"c5ea66a9-5a15-4747-b947-7ce5cbfc4520";"2503";"18.630.130/0001-73";"KELI";"748,80";"2018-08-21 00:07:07"
"924cf711-6e32-46d6-9f84-ea926afdeb62";"2504";"23.215.757/0001-06";"NATALIA";"888,10";"2018-08-21 09:00:33"
"92404adf-8241-43d1-8b51-f0508b61624c";"2505";"27.832.544/0001-76";"Erika";"607,70";"2018-08-21 10:25:31"
"a57cd26e-ef4b-41ec-9100-6eb268a0e918";"2506";"07.921.388/0001-02";"KELI";"679,00";"2018-08-21 11:11:26"
"85280852-18a5-4549-b2e2-16f47a6b8090";"2507";"74.745.555/0001-07";"FANNY";"1104,60";"2018-08-21 11:43:13"
"b83dd4a1-1814-4f5d-a669-f18cb52f347e";"2508";"22.139.187/0001-41";"KELI";"2031,40";"2018-08-21 14:16:24"
"d50990c3-014e-4525-8cf0-8b2f1d2ecf21";"2509";"14.084.713/0001-95";"Danisio";"738,40";"2018-08-21 15:31:40"
"cdb746ab-d5f8-48cf-80f1-4a3ace7ca690";"2510";"23.161.455/0001-94";"Denize";"1448,00";"2018-08-21 15:44:09"
"e18b6f04-5eac-40bc-932e-6ac854f3e9ca";"2512";"27.390.117/0001-85";"Denize";"1120,40";"2018-08-21 17:21:56"
"318df3c4-5ee8-4e69-aa33-77860875b4a2";"2513";"15.250.677/0001-55";"KELI";"349,30";"2018-08-21 20:02:39"
"68f47574-af5d-409d-ab78-254bfeb80c46";"2514";"28.999.362/0001-57";"NATALIA";"714,50";"2018-08-21 21:35:06"
"5a69ccf7-bd51-4e5f-8e92-71a50a76a033";"2516";"16.933.416/0001-00";"Danisio";"824,00";"2018-08-22 05:54:08"
"d54a95fd-d1ec-4624-8a19-05c6ab3c654d";"2517";"15.745.858/0001-52";"Denize";"912,60";"2018-08-22 07:53:46"
"6a9c707d-c8c1-415c-8450-5d0b1574e28b";"2519";"13.773.702/0001-50";"FANNY";"1026,70";"2018-08-22 10:15:07"
"bb05a14a-02fb-4faf-ad32-539e98afdbf6";"2520";"30.035.523/0001-34";"Denize";"1838,00";"2018-08-22 10:21:46"
"77fcc647-aced-47e6-9dd5-39163dd1758b";"2521";"21.806.842/0001-05";"Danisio";"1188,10";"2018-08-22 10:39:04"
"2867108f-3d00-4429-865e-538611a85a59";"2522";"08.759.909/0001-30";"KELI";"2598,60";"2018-08-22 11:31:42"
"a5d82be8-667e-48c2-84bc-83eba471e71c";"2523";"19.882.691/0001-22";"NATALIA";"1458,40";"2018-08-22 11:41:05"
"b93df67d-ef92-4e13-a8ea-c866dac0bce8";"2524";"20.452.374/0001-55";"KELI";"1361,30";"2018-08-22 11:50:21"
"458bcfde-b090-4dac-9457-b79934e89974";"2525";"74.745.555/0001-07";"FANNY";"474,40";"2018-08-22 12:36:00"
"275a16e1-1000-40cc-8884-808b8b3be380";"2526";"30.035.523/0001-34";"Denize";"1060,70";"2018-08-22 12:55:18"
"b128fe9c-888b-4d72-83a3-0d6f63ab19f0";"2527";"09.256.002/0001-10";"Danisio";"1898,00";"2018-08-22 14:16:53"
"9948affa-4739-4662-aca6-e2c019bd376d";"2528";"23.588.931/0001-58";"Erika";"1024,70";"2018-08-22 15:14:57"
"69181292-21ce-42a2-bd45-95c40407f8cb";"2529";"24.362.007/0001-11";"KELI";"4955,30";"2018-08-22 16:47:08"
"59a56653-6708-47b7-9979-0da78682672d";"2530";"26.454.716/0001-52";"Erika";"1321,10";"2018-08-22 16:52:25"
"92ba93d3-f8c0-44b5-9215-b344ea08c8fc";"2531";"10.975.111/0001-77";"Danisio";"645,10";"2018-08-22 21:47:23"
"17565884-d755-4aee-9d9a-4abe372cda64";"2532";"19.882.691/0001-22";"NATALIA";"399,50";"2018-08-22 22:49:32"
"886b6404-1db7-42af-852d-e69e655b0e5f";"2533";"06.935.689/0001-22";"Denize";"869,10";"2018-08-22 22:53:16"
"a4bfff5a-81fe-462f-b804-74e05ea680d4";"2534";"12.326.505/0001-20";"KELI";"239,70";"2018-08-23 07:19:11"
"6c3be954-945e-4d2d-ac1d-d60b140cbe32";"2535";"29.083.087/0001-90";"Erika";"1833,40";"2018-08-23 09:53:31"
"16d07e2a-6dd8-4c98-aa92-b46ddc688053";"2536";"00.220.763/0001-48";"Danisio";"1038,70";"2018-08-23 10:09:10"
"5449e801-bfc9-4ba0-935a-85cbbee333c1";"2537";"21.131.086/0001-61";"KELI";"1178,40";"2018-08-23 12:56:07"
"a8b62ed4-7bc2-4edf-9d18-efc12250678b";"2539";"26.309.572/0001-40";"Denize";"2727,00";"2018-08-23 15:44:57"
"f98da673-79a2-48dd-bf7c-d63c50c6c595";"2540";"23.586.584/0001-24";"Denize";"599,30";"2018-08-23 18:32:56"
"d954ab84-883b-41b1-9948-b64bcb4492c9";"2541";"11.442.393/0001-00";"FANNY";"399,30";"2018-08-24 08:51:49"
"9d01e76b-1b30-4996-9abb-d711e6fd5e18";"2542";"21.081.473/0001-30";"Caixa";"0,01";"2018-08-24 09:04:05"
"8cb586d3-7a38-4690-baa6-7855d341e576";"2544";"09.511.846/0001-60";"KELI";"309,40";"2018-08-24 13:31:29"
"848a5fd5-4c5f-4afa-85f1-4c6831745c24";"2545";"18.146.450/0001-52";"NATALIA";"1266,40";"2018-08-24 14:07:46"
"2f8014a4-3136-49ff-b965-0160981510ba";"2546";"23.586.584/0001-24";"Denize";"99,80";"2018-08-24 14:19:40"
"9c764c2c-ddff-4e02-a19a-e3d780f09dee";"2547";"17.183.231/0001-80";"KELI";"1618,00";"2018-08-24 18:36:05"
"66f45961-8a64-4792-bc71-3f0fc73f63fa";"2549";"23.161.455/0001-94";"Denize";"279,50";"2018-08-24 22:28:21"
"82c8f445-b207-43c9-85f9-5a04985b3f0b";"2550";"18.630.951/0001-00";"Denize";"79,80";"2018-08-25 18:03:07"
"fb77d974-ca05-46f3-968e-6977f1f2acfa";"2551";"18.630.951/0001-00";"Denize";"505,60";"2018-08-25 18:05:22"
"25950550-667a-49da-9282-637d28ebbe4a";"2552";"27.773.723/0001-80";"FANNY";"727,80";"2018-08-25 18:19:36"
"85bf37b4-fced-4fc6-a792-719b0750bcda";"2553";"21.182.759/0001-02";"Danisio";"231,60";"2018-08-25 21:55:10"
"6a6b1380-573a-418c-a696-332d9311eda7";"2554";"26.982.513/0001-39";"Denize";"1032,70";"2018-08-26 07:16:22"
"0fc8d679-3d21-4665-a260-20344c58da04";"2555";"24.833.679/0001-68";"Erika";"848,80";"2018-08-26 17:27:39"
"06876120-7847-4d4e-86c0-5c6f64f21461";"2556";"26.739.406/0001-84";"Danisio";"349,40";"2018-08-27 00:10:21"
"3943b347-7e6d-493d-b172-61800d7d134a";"2557";"17.183.231/0001-80";"KELI";"449,50";"2018-08-27 11:25:26"
"e2193e6b-4b66-4bde-b5c0-6ca27e5be7a8";"2558";"13.625.822/0001-00";"Danisio";"1459,60";"2018-08-27 12:08:08"
"2aad98dc-5a49-4016-9f20-673f0a866070";"2560";"23.502.337/0001-00";"Sandra";"1148,60";"2018-08-27 12:59:52"
"1d861016-9f0a-488b-bf9d-6d8afc57682a";"2561";"12.060.988/0001-63";"Erika";"99,90";"2018-08-27 13:12:05"
"90133bf0-c157-49ad-a76c-70ede58b6cc8";"2563";"05.241.931/0001-03";"FANNY";"1510,10";"2018-08-27 13:50:33"
"5beed476-5c50-4d18-9d60-6615811378fe";"2564";"13.625.822/0001-00";"Danisio";"421,50";"2018-08-27 14:05:59"
"5775d66a-7d75-4b27-b23a-631c9e90126e";"2565";"26.141.452/0001-87";"FANNY";"546,00";"2018-08-27 14:32:26"
"9e07055f-df56-44aa-819b-07e4c8ca9323";"2566";"04.349.857/0001-72";"Danisio";"683,00";"2018-08-27 15:56:46"
"cac481de-b10f-4500-9c94-fae25facd867";"2568";"23.161.455/0001-94";"Denize";"299,50";"2018-08-27 16:40:47"
"55f96e0e-baed-4ac3-b400-a80f3c128a49";"2569";"20.005.804/0001-90";"KELI";"799,00";"2018-08-27 21:40:50"
"59dfa980-905c-4e16-a8d2-8d82321a2b30";"2570";"18.630.951/0001-00";"Denize";"359,40";"2018-08-27 21:42:45"
"961a4ce9-479c-4174-a2e4-517776f0fb2f";"2571";"28.524.435/0001-54";"AMANDA ";"1005,70";"2018-08-27 23:31:11"
"e79a6fe0-0b89-4c0d-9bf7-f24378737f8a";"2572";"20.005.804/0001-90";"KELI";"564,90";"2018-08-28 10:59:39"
"02e57ebd-cb58-46f0-a10a-e999370ad3fd";"2574";"27.201.402/0001-00";"FANNY";"4523,90";"2018-08-28 14:42:52"
"8ccf36e3-5b7c-4fa8-85fb-2835c6c346bd";"2575";"23.161.455/0001-94";"Denize";"439,00";"2018-08-28 15:17:48"
"b710aa26-67b7-48f7-b2fb-f1f0db2bc40a";"2576";"08.448.872/0001-29";"Erika";"641,20";"2018-08-28 16:48:33"
"ddb9c6a7-a3f0-42aa-9f5e-9d1ffc86a96a";"2578";"23.161.455/0001-94";"Denize";"599,20";"2018-08-28 20:30:16"
"ff84e407-805e-498d-9dfc-216579cda51d";"2579";"21.182.759/0001-02";"Danisio";"795,10";"2018-08-28 22:33:00"
"606a8c3e-c1a7-4697-a507-1566cf4d64a9";"2580";"22.629.860/0001-21";"NATALIA";"427,60";"2018-08-28 22:40:15"
"1e2b9ac5-5f48-44a2-ae8a-1078eb160250";"2581";"27.578.852/0001-17";"Erika";"962,00";"2018-08-29 01:09:24"
"0669fd59-ede6-4734-a057-85083a1b06bf";"2582";"15.177.987/0001-91";"Denize";"559,50";"2018-08-29 09:16:33"
"6d736c93-5c02-4681-8f7e-cf00c6b1b2d1";"2583";"28.414.525/0001-92";"Erika";"753,00";"2018-08-29 09:34:04"
"42d1d80b-015f-485f-9391-3ca0cfd9810f";"2584";"07.607.025/0001-05";"NATALIA";"1030,30";"2018-08-29 10:02:14"
"3cdf72e1-71fc-433e-b894-345636e0bf78";"2585";"21.100.450/0001-26";"Erika";"1945,00";"2018-08-29 10:37:32"
"73834e70-3517-4095-8e88-75ba8142affb";"2586";"06.326.944/0001-30";"FANNY";"210,00";"2018-08-29 10:40:27"
"1f99246b-e000-4220-8393-76625d71c9d1";"2587";"13.605.198/0001-89";"FANNY";"1128,40";"2018-08-29 11:17:49"
"08a9f6ea-b57c-46fa-bb0e-83e839da3c98";"2588";"27.832.544/0001-76";"Erika";"828,80";"2018-08-29 12:52:40"
"28bc520e-0558-4684-891d-bc393cce074c";"2589";"21.359.737/0001-75";"FANNY";"2053,00";"2018-08-29 15:17:11"
"33559908-5b06-42fb-aeaa-fab0e95f3763";"2591";"30.897.122/0001-93";"FANNY";"1558,60";"2018-08-29 17:12:11"
"6927e1a3-322f-4c98-8f25-22d68675bdc7";"2592";"15.782.141/0001-80";"NATALIA";"659,00";"2018-08-29 18:42:33"
"fb184821-b518-448f-b2eb-9f010cc2e8b8";"2593";"23.586.584/0001-24";"Denize";"812,80";"2018-08-29 18:51:05"
"1f33e9cb-d168-4460-8831-7f07ff1e1b4f";"2594";"11.762.839/0001-83";"Sandra";"1613,10";"2018-08-29 20:40:40"
"dde90806-735b-44c0-b395-d95718ada9c7";"2595";"29.752.378/0001-23";"Denize";"731,60";"2018-08-29 21:51:55"
"b6967b9f-7afb-4cda-af80-edcf768818eb";"2596";"09.256.002/0001-10";"Danisio";"1886,90";"2018-08-29 23:00:11"
"14f7c66d-30ad-45f8-b3c0-266565f438b2";"2598";"17.183.231/0001-80";"KELI";"1284,30";"2018-08-30 11:03:57"
"2756d99e-f6ab-4bd3-a7dd-c6ffd75a96be";"2599";"06.935.689/0001-22";"Denize";"531,30";"2018-08-30 11:05:14"
"e145e2d8-4922-4186-bc49-7f65f8b184f0";"2601";"03.029.186/0001-08";"Caixa";"0,03";"2018-08-30 13:03:04"
"2f2df5f9-2da4-4d38-962e-963438e6955f";"2603";"12.891.500/0001-40";"KELI";"439,40";"2018-08-30 15:10:47"
"57a97276-ab88-4fce-989b-03f3434838a1";"2604";"20.005.804/0001-90";"KELI";"420,00";"2018-08-30 18:08:46"
"26da527d-82b3-426b-8bd0-946c7666489e";"2605";"06.232.724/0001-47";"NATALIA";"1162,40";"2018-08-30 21:00:00"
"8b45ee43-76d6-4959-923a-1fc7ced8fb8b";"2606";"30.476.414/0001-52";"Erika";"438,90";"2018-08-31 00:02:01"
"49403e69-0a29-4af2-af52-d2c60ebc39fa";"2607";"15.250.677/0001-55";"KELI";"209,70";"2018-08-31 07:39:35"
"5ca1b2f4-973a-441c-9b1c-df3dfa512998";"2609";"15.680.983/0001-21";"KELI";"489,40";"2018-08-31 10:22:02"
"bf953514-8d7e-4485-80c4-42803fb76c55";"2611";"21.131.086/0001-61";"KELI";"1050,80";"2018-08-31 12:55:57"
"b5f97279-14d5-49bf-a076-b01fdaf70f49";"2612";"10.707.167/0001-40";"KELI";"1877,70";"2018-08-31 14:29:02"
"35e0fd7e-a48c-4d41-8983-0108ecfe5f7f";"2613";"30.591.306/0001-20";"FANNY";"796,90";"2018-08-31 16:21:42"
"fab76e83-116a-4101-b0f6-daa43908a7a6";"2614";"24.454.962/0001-89";"Erika";"1252,50";"2018-08-31 20:25:41"
"3e578c78-5a5e-415e-b809-94fe52d10b23";"2615";"14.005.570/0001-89";"NATALIA";"879,00";"2018-08-31 21:50:34"
"c0138fe7-981e-43b6-b2be-f5cb3c530be9";"2617";"20.650.226/0001-45";"KELI";"1040,80";"2018-09-01 09:05:44"
"b4d9c0c5-72d6-425f-a716-408bd3d878e2";"2618";"17.975.619/0001-14";"KELI";"2656,20";"2018-09-01 11:10:49"
"c260e3a0-31a2-49cc-b3e4-356a24fac1aa";"2620";"20.008.340/0001-76";"Denize";"2466,80";"2018-09-02 02:15:25"
"e8ba7186-8190-4473-88d8-2bd866a70df2";"2624";"21.232.799/0001-11";"Erika";"1098,20";"2018-09-02 12:28:35"
"63f3184c-56ef-4b50-9508-714e20881973";"2626";"27.792.705/0001-45";"Danisio";"990,90";"2018-09-02 14:48:40"
"7bd02673-027a-448e-b1fb-ed2984889acb";"2627";"29.793.074/0001-04";"Caixa";"99,80";"2018-09-02 20:19:11"
"2cf6a32e-c5e4-476a-a166-40941b3ae1ae";"2628";"30.591.306/0001-20";"FANNY";"659,00";"2018-09-02 20:59:49"
"5cabe288-6725-488b-be3f-245ad790694c";"2630";"22.629.860/0001-21";"NATALIA";"411,50";"2018-09-03 09:50:44"
"25f67baf-0c31-46e8-967f-ed4008ef9fcd";"2631";"23.586.584/0001-24";"Denize";"399,50";"2018-09-03 10:27:24"
"0e2c9598-3572-4b40-b9c6-4f15335a06c2";"2632";"12.891.500/0001-40";"KELI";"219,80";"2018-09-03 10:40:42"
"c0bd257f-a76b-4615-9677-e5b934e335ee";"2633";"19.882.691/0001-22";"KELI";"868,50";"2018-09-03 11:17:11"
